Hugo_Symbol	Entrez_Gene_Id	Center	Tumor_Sample_Barcode	Fusion	DNA_support	RNA_support	Method	Frame	Comments
RET	0	MSKCC-DMP	P-0038315-T01-IM6	RET-NCOA4 fusion	yes	unknown		out of frame	NCOA4 (NM_001145260) - RET (NM_020975) fusion: c.763-415:NCOA4_c.2137-51:RETdup Note: The NCOA4 - RET fusion involves NCOA4 exons 1-8 with RET exons 12-20 and includes the kinase domain of RET.
CCDC6	0	MSKCC-DMP	P-0039548-T01-IM6	RET-CCDC6 fusion	yes	unknown		in frame	CCDC6 (NM_005436) - RET (NM_020975) fusion: c.304-9501:CCDC6_c.2136+659:RETinv Note: The CCDC6 - RET fusion involves CCDC6 exon 1 and RET exons 12 - 20. The fusion is predicted to be in frame and includes the kinase domain of RET.
RET	0	MSKCC-DMP	P-0039548-T01-IM6	RET-CCDC6 fusion	yes	unknown		in frame	CCDC6 (NM_005436) - RET (NM_020975) fusion: c.304-9501:CCDC6_c.2136+659:RETinv Note: The CCDC6 - RET fusion involves CCDC6 exon 1 and RET exons 12 - 20. The fusion is predicted to be in frame and includes the kinase domain of RET.
MRE11A	0	MSKCC-DMP	P-0039881-T01-IM6	MRE11A-intragenic	yes	unknown		unknown	MRE11A (NM_005591) rearrangement: c.660-14_c.870inv Note: The MRE11A rearrangement is an intragenic inversion of exons 8 - 9. One of the breakpoints is within exon 9. Functional significance is undetermined.
TMPRSS2	0	MSKCC-DMP	P-0039881-T01-IM6	TMPRSS2-intragenic	yes	unknown		unknown	TMPRSS2 (NM_001135099) rearrangement: c.56-4590:TMPRSS2_chr21:g.43413131del Note: The TMPRSS2 rearrangement is a deletion of exon 1. Functional significance is undetermined.
ATM	0	MSKCC-DMP	P-0039883-T01-IM6	ATM-intragenic	yes	unknown		unknown	ATM (NM_000051) rearrangement: c.5215_c.5320-357dup Note: The ATM rearrangement is an intragenic duplication of exon 35. One of the breakpoints is within exon 35. Functional significance is undetermined.
NOTCH2	0	MSKCC-DMP	P-0040077-T01-IM6	NOTCH2-intragenic	yes	unknown		unknown	NOTCH2 (NM_024408) rearrangement: c.3656-80:NOTCH2_chr1:g.222057559del Note: The NOTCH2 rearrangement is a deletion of exons 1 - 22.
NCOA3	0	MSKCC-DMP	P-0040081-T01-IM6	NCOA3-intragenic	yes	unknown		unknown	NCOA3 (NM_181659) rearrangement: c.2512+178:NCOA3_chr20:g.41905066inv Note: The NCOA3 rearrangement is an inversion of exons 1 - 13. Functional significance is undetermined.
KMT2C	0	MSKCC-DMP	P-0040082-T01-IM6	KMT2C-intragenic	yes	unknown		unknown	KMT2C (NM_170606) rearrangement: c.4092+972_c.5654inv Note: The KMT2C rearrangement is an intragenic inversion of exons 27 - 36. One of the breakpoints is within exon 36. Functional significance is undetermined.
NCOA4	0	MSKCC-DMP	P-0037961-T01-IM6	RET-NCOA4 fusion - Archer	yes	unknown		unknown	POSITIVE FOR THE FOLLOWING GENE FUSION IN THE CLINICALLY VALIDATED PANEL: NCOA4-RET fusion. Note: The rearrangement is an in-frame fusion between genes NCOA4 Exon7 (NM_001145262) and RET Exon12 (NM_020975). Lab Notes Run Number: ArcherV3-CLIN-20190024 Macro-dissection: Unknown
RET	0	MSKCC-DMP	P-0037961-T01-IM6	RET-NCOA4 fusion - Archer	yes	unknown		unknown	POSITIVE FOR THE FOLLOWING GENE FUSION IN THE CLINICALLY VALIDATED PANEL: NCOA4-RET fusion. Note: The rearrangement is an in-frame fusion between genes NCOA4 Exon7 (NM_001145262) and RET Exon12 (NM_020975). Lab Notes Run Number: ArcherV3-CLIN-20190024 Macro-dissection: Unknown
CDKN2A	0	MSKCC-DMP	P-0040019-T01-IM6	CDKN2A-intragenic	yes	unknown		unknown	CDKN2A (NM_058195) rearrangement: c.348:CDKN2A_chr9:g.21951523del Note: The CDKN2A rearrangement is a deletion of exon 2. One of the breakpoints is within exon 2. This variant affects CDKN2Ap14ARF (NM_058195) isoform and may also affect CDKN2Ap16INK4A (NM_000077) isoform.
CASP8	0	MSKCC-DMP	P-0040184-T01-IM6	CASP8-intragenic	yes	unknown		unknown	CASP8 (NM_001080125) rearrangement: c.313:CASP8_chr2:g.202186808del Note: The CASP8 rearrangement is a deletion of exons 2 - 9. One of the breakpoints is within exon 2.
SPEN	0	MSKCC-DMP	P-0040055-T01-IM6	SPEN-intragenic	yes	unknown		unknown	SPEN (NM_015001) rearrangement: c.10057:SPEN_chr1:g.16281610del Note: The SPEN rearrangement is a deletion of exons 12 - 15. One of the breakpoints is within exon 12.
ANKRD11	0	MSKCC-DMP	P-0040116-T01-IM6	ANKRD11-intragenic	yes	unknown		unknown	ANKRD11 (NM_013275) rearrangement: c.227-170:ANKRD11_chr16:g.89434071del Note: The ANKRD11 rearrangement is a deletion of exons 1 - 4.
EGFR	0	MSKCC-DMP	P-0040116-T01-IM6	EGFR-intragenic	yes	unknown		out of frame	EGFR (NM_005228) rearrangement: c.1007-89_c.1723-158dup Note: The EGFR rearrangement is an intragenic duplication of exons 9 - 14. The rearrangement does not include the kinase domain of EGFR. Functional significance is undetermined and further testing to determine the presence or absence of a targetable oncogenic fusion involving EGFR is required. This sample has been nominated for further analysis using the Archer targeted RNAseq assay. Archer will be performed and reported under a separate accession number if additional material is available.
AKT2	0	MSKCC-DMP	P-0040118-T01-IM6	AKT2-intragenic	yes	unknown		unknown	AKT2 (NM_001626) rearrangement: c.200_c.287+4668inv Note: The AKT2 rearrangement is an intragenic inversion of exon 4. One of the breakpoints is within exon 4. The rearrangement does not include the kinase domain of AKT2. Functional significance is undetermined.
ALK	0	MSKCC-DMP	P-0040193-T01-IM6	ALK-intragenic	yes	unknown		unknown	ALK (NM_004304) rearrangement: c.3172+281:ALK_chr2:g.31931590del Note: The ALK rearrangement is a deletion of exons 1 - 19. The rearrangement does not include the kinase domain of ALK. Functional significance is undetermined and further testing to determine the presence or absence of a targetable oncogenic fusion involving ALK is required. This sample has been nominated for further analysis using the Archer targeted RNAseq assay. Archer will be performed and reported under a separate accession number if additional material is available.
EGFR	0	MSKCC-DMP	P-0040338-T01-IM6	EGFR-intragenic	yes	unknown		in frame	EGFR (NM_005228) rearrangement: c.1298+174_c.1919+406del Note: The EGFR rearrangement is an intragenic deletion of exons 12 - 16. The rearrangement does not include the kinase domain of EGFR. Functional significance is undetermined.
F11R	0	MSKCC-DMP	P-0014896-T02-IM6	NRG1-F11R fusion - Archer	yes	unknown		unknown	POSITIVE FOR GENE FUSIONS IN THE INVESTIGATIONAL PANEL: F11R-NRG1 fusion. Note: The rearrangement is an in-frame fusion between genes F11R Exon1 (NM_016946) and NRG1 Exon6 (NM_004495). Lab Notes Run Number: Archerv3-CLIN-20190060 Macro-dissection: Not Performed
NRG1	0	MSKCC-DMP	P-0014896-T02-IM6	NRG1-F11R fusion - Archer	yes	unknown		unknown	POSITIVE FOR GENE FUSIONS IN THE INVESTIGATIONAL PANEL: F11R-NRG1 fusion. Note: The rearrangement is an in-frame fusion between genes F11R Exon1 (NM_016946) and NRG1 Exon6 (NM_004495). Lab Notes Run Number: Archerv3-CLIN-20190060 Macro-dissection: Not Performed
SETD4	0	MSKCC-DMP	P-0006603-T01-IM5	TMPRSS2-SETD4 fusion	yes	unknown		out of frame	SETD4 (NM_017438) - TMPRSS2 (NM_001135099) rearrangement: c.169+807:SETD4_c.126+629:TMPRSS2del The SETD4 (NM_017438) - TMPRSS2 (NM_001135099) rearrangement is a deletion that results in the out of frame fusion of SETD4 exons 1-3 with TMPRSS2 exons 3-14. The functional significance is undetermined.
TMPRSS2	0	MSKCC-DMP	P-0006603-T01-IM5	TMPRSS2-SETD4 fusion	yes	unknown		out of frame	SETD4 (NM_017438) - TMPRSS2 (NM_001135099) rearrangement: c.169+807:SETD4_c.126+629:TMPRSS2del The SETD4 (NM_017438) - TMPRSS2 (NM_001135099) rearrangement is a deletion that results in the out of frame fusion of SETD4 exons 1-3 with TMPRSS2 exons 3-14. The functional significance is undetermined.
TMPRSS2	0	MSKCC-DMP	P-0006603-T01-IM5	ERG-TMPRSS2 fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion (TMPRSS2 exons 1-2 with ERG exons 4-10): c.126+554:TMPRSS2_c.40-2798:ERGdel
ERG	0	MSKCC-DMP	P-0006603-T01-IM5	ERG-TMPRSS2 fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion (TMPRSS2 exons 1-2 with ERG exons 4-10): c.126+554:TMPRSS2_c.40-2798:ERGdel
NOTCH4	0	MSKCC-DMP	P-0032012-T01-IM6	NOTCH4-intragenic	yes	unknown		unknown	NOTCH4 (NM_004557) rearrangement: c.1625-5:NOTCH4_chr6:g.58776688del Note: The NOTCH4 rearrangement results in the deletion of exons 1-9. The functional significance is undetermined.
PIK3CD	0	MSKCC-DMP	P-0032050-T01-IM6	PIK3CD-intragenic	yes	unknown		unknown	PIK3CD (NM_005026) rearrangement: c.1977:PIK3CD_chr1:g.10019018inv Note: The PIK3CD rearrangement results in the inversion of exons 16-24. One of the breakpoints is within exon 16. The functional significance is undetermined. This structural variant was observed in addition to other rearrangements involving PIK3CD, suggesting a complex event that may not be fully characterized by the IMPACT assay.
KMT2D	0	MSKCC-DMP	P-0032068-T01-IM6	KMT2D-intragenic	yes	unknown		unknown	KMT2D (NM_003482) Rearrangement: c.8644:KMT2D_chr12:g.72507173inv Note: The KMT2D rearrangement results in the inversion of exons 1-34. One of the breakpoints is within exon 34 of KMT2D. Its functional significance is undetermined.
FGFR2	0	MSKCC-DMP	P-0032152-T01-IM6	KIAA1598-FGFR2 fusion	yes	unknown		in frame	FGFR2 (NM_000141) - KIAA1598 (NM_001127211) fusion: c.2301+1699:FGFR2_c.534+751:KIAA1598 Note: The FGFR2 - KIAA1598 fusion is predicted to be in-frame fusion and involves FGFR2 exons 1-17, which includes the protein kinase domain, and KIAA1598 exons 7-17.
KIAA1598	0	MSKCC-DMP	P-0032152-T01-IM6	KIAA1598-FGFR2 fusion	yes	unknown		in frame	FGFR2 (NM_000141) - KIAA1598 (NM_001127211) fusion: c.2301+1699:FGFR2_c.534+751:KIAA1598 Note: The FGFR2 - KIAA1598 fusion is predicted to be in-frame fusion and involves FGFR2 exons 1-17, which includes the protein kinase domain, and KIAA1598 exons 7-17.
MGA	0	MSKCC-DMP	P-0032152-T01-IM6	MGA-intragenic	yes	unknown		unknown	MGA (NM_00116427) rearrangement: c.7191+105:MGA_chr15:g.42229443del Note: The MGA rearrangement is a deletion of exons 20-24.
DROSHA	0	MSKCC-DMP	P-0032152-T01-IM6	DROSHA-intragenic	yes	unknown		unknown	DROSHA (NM_013235) rearrangement: t(5;16)(p13.3;p11.2)(chr5:g.31424707::chr16:g.34383454) Note: The DROSHA rearrangement is a translocation with a breakpoint in intron 26. The functional significance is undetermined.
NRAS	0	MSKCC-DMP	P-0032155-T01-IM6	NRAS-intragenic	yes	unknown		unknown	NRAS (NM_002524) rearrangement: c.290+1223_c.397inv Note: The NRAS rearrangement is an intragenic inversion of a part of exon 4. One of the breakpoints is within exon 4. The functional significance is undetermined.
NFE2L2	0	MSKCC-DMP	P-0032187-T01-IM6	NFE2L2-intragenic	yes	unknown		unknown	NFE2L2 (NM_006164) Rearrangement:  c.106_c.46-2233del Note: The NFE2L2 rearrangement results in the intragenic deletion of NFE2L2 exon 2. One of the breakpoints is within exon 2 of NFE2L2. The functional significance is undetermined.
CTNNB1	0	MSKCC-DMP	P-0032187-T01-IM6	CTNNB1-intragenic	yes	unknown		unknown	CTNNB1 (NM_001904) Rearrangement: t(3;5)(p21.3;p14.3)(chr3:g.41277838::chr5:g.20450107) Note: The ctnnb1 rearrangement is a translocation with breakpoints in intron 11 of CTNNB1 and an intergenic region on chr5
KIF5B	0	MSKCC-DMP	P-0032227-T01-IM6	RET-KIF5B fusion	yes	unknown		in frame	KIF5B (NM_004521) - RET (NM_020975) fusion: c.1725+2000:KIF5B_c.2137-907:RETinv Note: The KIF5B-RET fusion involves KIF5B exons 1-15 and RET exons 12-20. The fusion is predicted to be in-frame and includes the protein kinase domain of RET.
RET	0	MSKCC-DMP	P-0032227-T01-IM6	RET-KIF5B fusion	yes	unknown		in frame	KIF5B (NM_004521) - RET (NM_020975) fusion: c.1725+2000:KIF5B_c.2137-907:RETinv Note: The KIF5B-RET fusion involves KIF5B exons 1-15 and RET exons 12-20. The fusion is predicted to be in-frame and includes the protein kinase domain of RET.
CRTC3	0	MSKCC-DMP	P-0040143-T01-IM6	BLM-CRTC3 fusion	yes	unknown		unknown	CRTC3 (NM_022769) - BLM (NM_000057) rearrangement: c.578-1669:CRTC3_c.3433:BLMdel Note: The CRTC3 - BLM rearrangement is a deletion that results in a fusion of CRTC3 exons 1 - 6 to BLM exons 18 - 22. One of the breakpoints is within BLM exon 18.
BLM	0	MSKCC-DMP	P-0040143-T01-IM6	BLM-CRTC3 fusion	yes	unknown		unknown	CRTC3 (NM_022769) - BLM (NM_000057) rearrangement: c.578-1669:CRTC3_c.3433:BLMdel Note: The CRTC3 - BLM rearrangement is a deletion that results in a fusion of CRTC3 exons 1 - 6 to BLM exons 18 - 22. One of the breakpoints is within BLM exon 18.
ROS1	0	MSKCC-DMP	P-0040134-T01-IM6	ROS1-intragenic	yes	unknown		out of frame	ROS1 (NM_002944) rearrangement: t(1;6)(q21.3;q22.1)(chr1:g.154135115::chr6:g.117647954) Note: The ROS1 rearrangement is a translocation with a breakpoint in intron 32. Functional significance is undetermined and further testing to determine the presence or absence of a targetable oncogenic fusion involving ROS1 is recommended.
CSDE1	0	MSKCC-DMP	P-0040292-T01-IM6	CSDE1-intragenic	yes	unknown		unknown	CSDE1 (NM_001242891) rearrangement: c.2279:CSDE1_chr1:g.103296617inv Note: The CSDE1 rearrangement is an inversion of exons 19 - 21. One of the breakpoints is within exon 19. Functional significance is undetermined.
DNAJC8	0	MSKCC-DMP	P-0040300-T01-IM6	MTOR-DNAJC8 fusion	yes	unknown		unknown	DNAJC8 (NM_014280) - MTOR (NM_004958) rearrangement: c.181-280:DNAJC8_c.7327:MTORdel Note: The DNAJC8 - MTOR rearrangement is a deletion that results in a fusion of DNAJC8 exons 1 - 2 to MTOR exons 54 - 58. One of the breakpoints is within MTOR exon 54. Functional significance is undetermined.
MTOR	0	MSKCC-DMP	P-0040300-T01-IM6	MTOR-DNAJC8 fusion	yes	unknown		unknown	DNAJC8 (NM_014280) - MTOR (NM_004958) rearrangement: c.181-280:DNAJC8_c.7327:MTORdel Note: The DNAJC8 - MTOR rearrangement is a deletion that results in a fusion of DNAJC8 exons 1 - 2 to MTOR exons 54 - 58. One of the breakpoints is within MTOR exon 54. Functional significance is undetermined.
NTRK1	0	MSKCC-DMP	P-0040300-T01-IM6	NTRK1-intragenic	yes	unknown		unknown	NTRK1 (NM_002529) rearrangement: c.1789:NTRK1_chr1:g.201437190inv Note: The NTRK1 rearrangement is an inversion of exons 14 - 17. One of the breakpoints is within exon 14. The rearrangement includes a part of the kinase domain of NTRK1. Functional significance is undetermined and further testing to determine the presence or absence of a targetable oncogenic fusion involving NTRK1 is required. This sample has been nominated for further analysis using the Archer targeted RNAseq assay. Archer will be performed and reported under a separate accession number if additional material is available.
MGA	0	MSKCC-DMP	P-0040300-T01-IM6	MGA-intragenic	yes	unknown		unknown	MGA (NM_001164273) rearrangement: c.464:MGA_chr15:g.41846191del Note: The MGA rearrangement is a deletion of exons 1 - 2. One of the breakpoints is within exon 2.
ERF	0	MSKCC-DMP	P-0040300-T01-IM6	CIC-ERF fusion	yes	unknown		unknown	ERF (NM_006494) - CIC (NM_015125) rearrangement: c.913:ERF_c.3009-45:CICdel Note: The ERF - CIC rearrangement is a deletion of ERF exons 1 - 4 and CIC exons 1 - 12. One of the breakpoints is within exon 4.
CIC	0	MSKCC-DMP	P-0040300-T01-IM6	CIC-ERF fusion	yes	unknown		unknown	ERF (NM_006494) - CIC (NM_015125) rearrangement: c.913:ERF_c.3009-45:CICdel Note: The ERF - CIC rearrangement is a deletion of ERF exons 1 - 4 and CIC exons 1 - 12. One of the breakpoints is within exon 4.
MET	0	MSKCC-DMP	P-0040127-T01-IM6	MET-intragenic - Archer	yes	unknown		unknown	DIAGNOSTIC INTERPRETATION POSITIVE FOR AN ONCOGENIC ISOFORM IN THE INVESTIGATIONAL PANEL:   MET Exon 14 skipping (NM_000245) Lab Notes Run Number: Archerv3-CLIN-20190062 Macro-dissection: Not Performed
EML4	0	MSKCC-DMP	P-0040193-T01-IM6	ALK-EML4 fusion - Archer	yes	unknown		unknown	POSITIVE FOR GENE FUSIONS IN THE INVESTIGATIONAL PANEL: EML4-ALK fusion. Note: The rearrangement is an in-frame fusion between genes EML4 Exon17 (NM_019063) and ALK Exon20 (NM_004304). Lab Notes Run Number: Archerv3-CLIN-20190063 Macro-dissection: Performed
ALK	0	MSKCC-DMP	P-0040193-T01-IM6	ALK-EML4 fusion - Archer	yes	unknown		unknown	POSITIVE FOR GENE FUSIONS IN THE INVESTIGATIONAL PANEL: EML4-ALK fusion. Note: The rearrangement is an in-frame fusion between genes EML4 Exon17 (NM_019063) and ALK Exon20 (NM_004304). Lab Notes Run Number: Archerv3-CLIN-20190063 Macro-dissection: Performed
RAD54L	0	MSKCC-DMP	P-0040307-T01-IM6	RAD54L-intragenic	yes	unknown		unknown	RAD54L (NM_001142548) rearrangement: c.1610+97:RAD54L_chr1:g.118268672inv Note: The RAD54L rearrangement is an inversion of exons 16 - 19. Functional significance is undetermined.
CCNT1	0	MSKCC-DMP	P-0040307-T01-IM6	KMT2D-CCNT1 fusion	yes	unknown		unknown	CCNT1 (NM_001240) - KMT2D (NM_003482) rearrangement: c.373-613:CCNT1_c.7391:KMT2Ddup Note: The CCNT1 - KMT2D rearrangement is a duplication that results in a fusion of CCNT1 exons 1 - 3 to KMT2D exons 31 - 54. One of the breakpoints is within KMT2D exon 31. Functional significance is undetermined.
KMT2D	0	MSKCC-DMP	P-0040307-T01-IM6	KMT2D-CCNT1 fusion	yes	unknown		unknown	CCNT1 (NM_001240) - KMT2D (NM_003482) rearrangement: c.373-613:CCNT1_c.7391:KMT2Ddup Note: The CCNT1 - KMT2D rearrangement is a duplication that results in a fusion of CCNT1 exons 1 - 3 to KMT2D exons 31 - 54. One of the breakpoints is within KMT2D exon 31. Functional significance is undetermined.
EP300	0	MSKCC-DMP	P-0040307-T01-IM6	EP300-intragenic	yes	unknown		unknown	EP300 (NM_001429) rearrangement: t(3;22)(q26.2;q13.2)(chr3:g.169670000::chr22:g.41545936) Note: The EP300 rearrangement is a translocation with a breakpoint in exon 14. Functional significance is undetermined.
NFE2L2	0	MSKCC-DMP	P-0040327-T01-IM6	NFE2L2-intragenic	yes	unknown		in frame	NFE2L2 (NM_006164) rearrangement: c.46-1976_c.313-64del Note: The NFE2L2 rearrangement is an intragenic deletion of exon 2. Functional significance is undetermined.
IL10	0	MSKCC-DMP	P-0040343-T01-IM6	IL10-intragenic	yes	unknown		unknown	IL10 (NM_000572) rearrangement: t(1;X)(q32.1;q22.3)(chr1:g.206944654::chrX:g.104497492) Note: The IL10 rearrangement is a translocation with a breakpoint in intron 2. Functional significance is undetermined.
BRCA2	0	MSKCC-DMP	P-0040458-T01-IM6	BRCA2-intragenic	yes	unknown		unknown	BRCA2 (NM_000059) rearrangement: c.7618-1:BRCA2_chr13:g.33938000dup Note: The BRCA2 rearrangement is a duplication of exons 16 - 27. One of the breakpoints is within exon 16. Functional significance is undetermined.
TMPRSS2	0	MSKCC-DMP	P-0008232-T02-IM6	ERG-TMPRSS2 fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion: c.126+1086:TMPRSS2_c.40-59158:ERGdel Note: The TMPRSS2 - ERG fusion involves TMPRSS2 exons 1 - 2 and ERG exons 4 - 11. The fusion is predicted to be in frame. The structural variant involves the ERG non-canonical transcript (NM_004449).
ERG	0	MSKCC-DMP	P-0008232-T02-IM6	ERG-TMPRSS2 fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion: c.126+1086:TMPRSS2_c.40-59158:ERGdel Note: The TMPRSS2 - ERG fusion involves TMPRSS2 exons 1 - 2 and ERG exons 4 - 11. The fusion is predicted to be in frame. The structural variant involves the ERG non-canonical transcript (NM_004449).
PTPRS	0	MSKCC-DMP	P-0021838-T02-IM6	PTPRS-intragenic	yes	unknown		unknown	PTPRS (NM_002850) rearrangement: t(12;19)(q22;p13.3)(chr12:g.93413328::chr19:g.5240169) Note: The PTPRS rearrangement is a translocation with a breakpoint in intron 12. Functional significance is undetermined.
GNAS	0	MSKCC-DMP	P-0040511-T01-IM6	GDPD5-GNAS fusion	yes	unknown		in frame	GNAS (NM_000516) - GDPD5 (NM_030792) rearrangement: t(11;20)(q13.4;q13.32)(chr11:g.75150246::chr20:g.57474193) Note: The GNAS - GDPD5 rearrangement is a translocation that results in a fusion of GNAS exons 1 - 3 to GDPD5 exons 16 - 17. The fusion is predicted to be in frame. Functional significance is undetermined.
GDPD5	0	MSKCC-DMP	P-0040511-T01-IM6	GDPD5-GNAS fusion	yes	unknown		in frame	GNAS (NM_000516) - GDPD5 (NM_030792) rearrangement: t(11;20)(q13.4;q13.32)(chr11:g.75150246::chr20:g.57474193) Note: The GNAS - GDPD5 rearrangement is a translocation that results in a fusion of GNAS exons 1 - 3 to GDPD5 exons 16 - 17. The fusion is predicted to be in frame. Functional significance is undetermined.
KMT2D	0	MSKCC-DMP	P-0040519-T01-IM6	KMT2D-intragenic	yes	unknown		unknown	KMT2D (NM_003482) rearrangement: c.16549:KMT2D_chr12:g.49412345del Note: The KMT2D rearrangement is a deletion of exon 54. One of the breakpoints is within exon 54.
FANCA	0	MSKCC-DMP	P-0040519-T01-IM6	FANCA-intragenic	yes	unknown		unknown	FANCA (NM_000135) rearrangement: c.893+227:FANCA_chr16:g.88532673del Note: The FANCA rearrangement is a deletion of exons 11 - 43.
TMPRSS2	0	MSKCC-DMP	P-0040519-T01-IM6	ERG-TMPRSS2 fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion: c.56-1047:TMPRSS2_c.40-54812:ERGdel Note: The TMPRSS2 - ERG fusion involves TMPRSS2 exon 1 and ERG exons 4 - 11. The structural variant involves the ERG non-canonical transcript (NM_004449).
ERG	0	MSKCC-DMP	P-0040519-T01-IM6	ERG-TMPRSS2 fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion: c.56-1047:TMPRSS2_c.40-54812:ERGdel Note: The TMPRSS2 - ERG fusion involves TMPRSS2 exon 1 and ERG exons 4 - 11. The structural variant involves the ERG non-canonical transcript (NM_004449).
PBRM1	0	MSKCC-DMP	P-0040520-T01-IM6	PBRM1-intragenic	yes	unknown		unknown	PBRM1 (NM_018313) rearrangement: t(3;16)(p21.1;q24.1)(chr3:g.52643949::chr16:g.85652741) Note: The PBRM1 rearrangement is a translocation with a breakpoint in exon 17. Functional significance is undetermined.
MAP3K13	0	MSKCC-DMP	P-0040443-T02-IM6	MAP3K13-intragenic	yes	unknown		unknown	MAP3K13 (NM_004721) rearrangement: c.2222_c.2431-1575del Note: The MAP3K13 rearrangement is an intragenic deletion of exon 11. One of the breakpoints is within exon 11. The rearrangement does not include the kinase domain of MAP3K13. Functional significance is undetermined.
FGFR3	0	MSKCC-DMP	P-0040443-T02-IM6	FGFR3-intragenic	yes	unknown		unknown	FGFR3 (NM_000142) rearrangement: c.773:FGFR3_chr4:g.1888480del Note: The FGFR3 rearrangement is a deletion of exons 7 - 18. One of the breakpoints is within exon 7. The rearrangement includes the kinase domain of FGFR3. Functional significance is undetermined and further testing to determine the presence or absence of a targetable oncogenic fusion involving FGFR3 is required. This sample has been nominated for further analysis using the Archer targeted RNAseq assay. Archer will be performed and reported under a separate accession number if additional material is available.
FGFR3	0	MSKCC-DMP	P-0010096-T03-IM6	TACC3-FGFR3 fusion - Archer	yes	unknown		unknown	POSITIVE FOR GENE FUSIONS IN THE INVESTIGATIONAL PANEL: FGFR3-TACC3 fusion. Note: The rearrangement is an in-frame fusion between genes FGFR3 Exon17 (NM_000142) and TACC3 Exon11 (NM_006342). Lab Notes Run Number: Archerv3-CLIN-20190067 Macro-dissection: Unknown
TACC3	0	MSKCC-DMP	P-0010096-T03-IM6	TACC3-FGFR3 fusion - Archer	yes	unknown		unknown	POSITIVE FOR GENE FUSIONS IN THE INVESTIGATIONAL PANEL: FGFR3-TACC3 fusion. Note: The rearrangement is an in-frame fusion between genes FGFR3 Exon17 (NM_000142) and TACC3 Exon11 (NM_006342). Lab Notes Run Number: Archerv3-CLIN-20190067 Macro-dissection: Unknown
BAZ1A	0	MSKCC-DMP	P-0017005-T01-IM6	DICER1-BAZ1A fusion	yes	unknown		unknown	BAZ1A (NM_013448) - DICER1(NM_030621) Rearrangement : c.-1088:BAZ1A_c.5528-8:DICER1dup Note: The BAZ1A - DICER1 Rearrangement results in the fusion of the promoter region of BAZ1A with exons 27-28 of DICER1. Its functional significance is undetermined.
DICER1	0	MSKCC-DMP	P-0017005-T01-IM6	DICER1-BAZ1A fusion	yes	unknown		unknown	BAZ1A (NM_013448) - DICER1(NM_030621) Rearrangement : c.-1088:BAZ1A_c.5528-8:DICER1dup Note: The BAZ1A - DICER1 Rearrangement results in the fusion of the promoter region of BAZ1A with exons 27-28 of DICER1. Its functional significance is undetermined.
PDPK1	0	MSKCC-DMP	P-0017629-T01-IM5	PDPK1-intragenic	yes	unknown		unknown	PDPK1 (NM_002613) rearrangement: c.1402-8:PDPK1_chr16:g.2150327del Note: The PDPK1 rearrangement is a deletion of exons 1-12.
RAD21	0	MSKCC-DMP	P-0017664-T01-IM5	ADH7-RAD21 fusion	yes	unknown		unknown	RAD21 (NM_006265) - ADH7 (NM_001166504) rearrangement: t(4;8)(q23;q24.11)(chr4:g.100338146::chr8:g.117869648) Note: The RAD21 - ADH7  rearrangement is a translocation that results in the fusion of RAD21 exons 1-6 with ADH7 exons 8-9. One of the breakpoints is within RAD21 exon 6. The functional significance is undetermined.
ADH7	0	MSKCC-DMP	P-0017664-T01-IM5	ADH7-RAD21 fusion	yes	unknown		unknown	RAD21 (NM_006265) - ADH7 (NM_001166504) rearrangement: t(4;8)(q23;q24.11)(chr4:g.100338146::chr8:g.117869648) Note: The RAD21 - ADH7  rearrangement is a translocation that results in the fusion of RAD21 exons 1-6 with ADH7 exons 8-9. One of the breakpoints is within RAD21 exon 6. The functional significance is undetermined.
FH	0	MSKCC-DMP	P-0018345-T01-IM6	FH-intragenic	yes	unknown		unknown	FH (NM_000143) rearrangement: c.267_c.268del Note: The FH rearrangement is an intragenic deletion with breakpoints in both exons 2 and 3. This rearrangement is observed in the background of other FH structural variants, suggesting a complex rearrangement involving FH.
FLT4	0	MSKCC-DMP	P-0021991-T01-IM6	FLT4-intragenic	yes	unknown		unknown	FLT4 (NM_182925) rearrangement: g.52740102_c.2167+12inv Note: The FLT4 rearrangement results in the inversion of exons 15-30. The functional significance is undetermined.
TMPRSS2	0	MSKCC-DMP	P-0023380-T01-IM6	ERG-TMPRSS2 fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion (TMPRSS2 exon 1 fused to ERG exons 4-11): c.56-4212:TMPRSS2_c.39+64807:ERGdel Note: TMPRSS2 is fused to the non-canonical ERG (NM_004449) transcript.
ERG	0	MSKCC-DMP	P-0023380-T01-IM6	ERG-TMPRSS2 fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion (TMPRSS2 exon 1 fused to ERG exons 4-11): c.56-4212:TMPRSS2_c.39+64807:ERGdel Note: TMPRSS2 is fused to the non-canonical ERG (NM_004449) transcript.
